!revenue!date!sales!city!Date
81!1581577!2017-02-21 14:01:00!3!Cambridge!2017-02-21 14:01:00
82!1429000!2015-10-02 11:06:00!1!Cambridge!2015-10-02 11:06:00
83!781031!2018-01-10 10:16:00!3!Oxford!2018-01-10 10:16:00
84!1272849!2018-06-01 11:46:00!3!Durham!2018-06-01 11:46:00
85!722750!2017-06-29 14:14:00!2!Oxford!2017-06-29 14:14:00
86!1541989!2016-10-12 13:47:00!2!Cambridge!2016-10-12 13:47:00
87!739960!2017-08-25 13:23:00!3!Oxford!2017-08-25 13:23:00
88!710524!2017-05-19 13:57:00!1!Oxford!2017-05-19 13:57:00
89!215694!2016-12-19 11:22:00!3!London!2016-12-19 11:22:00
90!465152!2015-02-24 15:08:00!1!Oxford!2015-02-24 15:08:00
91!519560!2015-08-25 09:46:00!4!Oxford!2015-08-25 09:46:00
92!1559667!2016-12-09 13:43:00!4!Cambridge!2016-12-09 13:43:00
93!1006953!2015-12-30 14:42:00!3!Durham!2015-12-30 14:42:00
94!189349!2016-09-21 14:20:00!3!London!2016-09-21 14:20:00
95!1101583!2016-11-09 13:07:00!3!Durham!2016-11-09 13:07:00
96!362550!2018-04-20 10:09:00!1!London!2018-04-20 10:09:00
97!225590!2017-01-19 14:55:00!4!London!2017-01-19 14:55:00
98!789898!2018-02-08 10:42:00!3!Oxford!2018-02-08 10:42:00
99!30586!2015-04-13 13:34:00!4!London!2015-04-13 13:34:00
100!915677!2015-03-03 09:02:00!3!Durham!2015-03-03 09:02:00
101!934653!2015-05-05 09:33:00!4!Durham!2015-05-05 09:33:00
102!13324!2015-02-13 13:33:00!3!London!2015-02-13 13:33:00
103!1197279!2017-09-22 15:16:00!2!Durham!2017-09-22 15:16:00
104!768045!2017-11-28 11:21:00!1!Oxford!2017-11-28 11:21:00
105!1270093!2018-05-23 14:57:00!3!Durham!2018-05-23 14:57:00
106!910022!2015-02-11 13:01:00!3!Durham!2015-02-11 13:01:00
107!265754!2017-06-02 10:43:00!3!London!2017-06-02 10:43:00
108!1266593!2018-05-11 12:45:00!1!Durham!2018-05-11 12:45:00
109!962382!2015-08-04 15:37:00!3!Durham!2015-08-04 15:37:00
110!588128!2016-04-07 15:52:00!2!Oxford!2016-04-07 15:52:00
111!1494197!2016-05-06 10:08:00!3!Cambridge!2016-05-06 10:08:00
112!895250!2019-01-24 12:24:00!2!Oxford!2019-01-24 12:24:00
113!1700217!2018-03-22 12:39:00!2!Cambridge!2018-03-22 12:39:00
114!266466!2017-06-05 15:34:00!3!London!2017-06-05 15:34:00
115!419186!2018-10-25 13:51:00!3!London!2018-10-25 13:51:00
116!473983!2015-03-25 14:58:00!3!Oxford!2015-03-25 14:58:00
117!893654!2019-01-18 13:52:00!3!Oxford!2019-01-18 13:52:00
118!1153239!2017-05-01 11:00:00!3!Durham!2017-05-01 11:00:00
119!740300!2017-08-28 12:02:00!4!Oxford!2017-08-28 12:02:00
120!869482!2018-10-31 10:57:00!2!Oxford!2018-10-31 10:57:00
121!1252203!2018-03-26 11:29:00!4!Durham!2018-03-26 11:29:00
122!1366551!2015-03-09 15:46:00!2!Cambridge!2015-03-09 15:46:00
123!818533!2018-05-15 10:49:00!2!Oxford!2018-05-15 10:49:00
124!1043797!2016-05-02 11:18:00!4!Durham!2016-05-02 11:18:00
125!864184!2018-10-12 13:52:00!3!Oxford!2018-10-12 13:52:00
126!272616!2017-06-26 12:49:00!3!London!2017-06-26 12:49:00
127!1629970!2017-08-01 13:39:00!3!Cambridge!2017-08-01 13:39:00
128!1377814!2015-04-15 14:02:00!2!Cambridge!2015-04-15 14:02:00
129!1166784!2017-06-14 12:13:00!3!Durham!2017-06-14 12:13:00
130!916970!2015-03-06 09:32:00!4!Durham!2015-03-06 09:32:00
131!631357!2016-08-30 13:38:00!3!Oxford!2016-08-30 13:38:00
132!474334!2015-03-26 13:48:00!1!Oxford!2015-03-26 13:48:00
133!1511303!2016-07-01 14:34:00!3!Cambridge!2016-07-01 14:34:00
134!1123370!2017-01-20 11:22:00!1!Durham!2017-01-20 11:22:00
135!325176!2017-12-18 11:44:00!2!London!2017-12-18 11:44:00
136!306120!2017-10-16 09:53:00!3!London!2017-10-16 09:53:00
137!801688!2018-03-20 10:44:00!3!Oxford!2018-03-20 10:44:00
138!60558!2015-07-21 14:55:00!3!London!2015-07-21 14:55:00
139!688782!2017-03-09 09:26:00!3!Oxford!2017-03-09 09:26:00
140!1187889!2017-08-23 13:08:00!1!Durham!2017-08-23 13:08:00
141!1596184!2017-04-11 11:53:00!4!Cambridge!2017-04-11 11:53:00
142!283626!2017-08-01 13:53:00!3!London!2017-08-01 13:53:00
143!1775018!2018-11-27 10:22:00!3!Cambridge!2018-11-27 10:22:00
144!1525431!2016-08-18 11:28:00!3!Cambridge!2016-08-18 11:28:00
145!1718506!2018-05-22 15:45:00!3!Cambridge!2018-05-22 15:45:00
146!747124!2017-09-19 13:30:00!4!Oxford!2017-09-19 13:30:00
147!509006!2015-07-21 09:17:00!4!Oxford!2015-07-21 09:17:00
148!1118!2015-01-05 13:36:00!3!London!2015-01-05 13:36:00
149!790180!2018-02-08 15:24:00!2!Oxford!2018-02-08 15:24:00
150!1098621!2016-10-31 12:52:00!3!Durham!2016-10-31 12:52:00
151!978311!2015-09-25 14:28:00!3!Durham!2015-09-25 14:28:00
152!1172391!2017-07-03 14:27:00!4!Durham!2017-07-03 14:27:00
153!566441!2016-01-27 12:16:00!4!Oxford!2016-01-27 12:16:00
154!1322123!2018-11-13 12:03:00!3!Durham!2018-11-13 12:03:00
155!128996!2016-03-04 11:50:00!4!London!2016-03-04 11:50:00
156!1250884!2018-03-21 10:33:00!3!Durham!2018-03-21 10:33:00
157!808318!2018-04-10 15:59:00!1!Oxford!2018-04-10 15:59:00
158!174547!2016-08-03 13:13:00!4!London!2016-08-03 13:13:00
159!1128914!2017-02-08 12:33:00!3!Durham!2017-02-08 12:33:00
160!1429313!2015-10-05 09:18:00!3!Cambridge!2015-10-05 09:18:00
161!1483203!2016-03-31 09:20:00!2!Cambridge!2016-03-31 09:20:00
162!1135094!2017-03-01 10:18:00!3!Durham!2017-03-01 10:18:00
163!809791!2018-04-16 12:28:00!4!Oxford!2018-04-16 12:28:00
164!614477!2016-07-05 12:58:00!1!Oxford!2016-07-05 12:58:00
165!916177!2015-03-04 10:21:00!3!Durham!2015-03-04 10:21:00
166!438094!2018-12-27 13:14:00!4!London!2018-12-27 13:14:00
167!160890!2016-06-20 10:08:00!4!London!2016-06-20 10:08:00
168!597759!2016-05-10 15:00:00!2!Oxford!2016-05-10 15:00:00
169!108269!2015-12-28 10:12:00!3!London!2015-12-28 10:12:00
170!715962!2017-06-07 13:22:00!3!Oxford!2017-06-07 13:22:00
171!863497!2018-10-11 09:26:00!2!Oxford!2018-10-11 09:26:00
172!492484!2015-05-26 14:35:00!4!Oxford!2015-05-26 14:35:00
173!678753!2017-02-03 10:41:00!2!Oxford!2017-02-03 10:41:00
174!456093!2015-01-26 11:30:00!3!Oxford!2015-01-26 11:30:00
175!836787!2018-07-13 13:20:00!3!Oxford!2018-07-13 13:20:00
176!657215!2016-11-24 09:34:00!4!Oxford!2016-11-24 09:34:00
177!61071!2015-07-23 09:26:00!3!London!2015-07-23 09:26:00
178!758719!2017-10-27 10:17:00!3!Oxford!2017-10-27 10:17:00
179!1153664!2017-05-02 11:04:00!2!Durham!2017-05-02 11:04:00
180!556147!2015-12-24 09:06:00!3!Oxford!2015-12-24 09:06:00
181!1362196!2015-02-23 13:21:00!3!Cambridge!2015-02-23 13:21:00
182!41677!2015-05-19 15:59:00!3!London!2015-05-19 15:59:00
183!486109!2015-05-05 13:35:00!3!Oxford!2015-05-05 13:35:00
184!124464!2016-02-18 13:29:00!2!London!2016-02-18 13:29:00
185!413507!2018-10-08 10:25:00!2!London!2018-10-08 10:25:00
186!1132787!2017-02-21 13:57:00!3!Durham!2017-02-21 13:57:00
187!1745781!2018-08-21 14:15:00!4!Cambridge!2018-08-21 14:15:00
188!1149059!2017-04-17 11:30:00!4!Durham!2017-04-17 11:30:00
189!993063!2015-11-13 14:45:00!3!Durham!2015-11-13 14:45:00
190!890270!2019-01-08 13:36:00!3!Oxford!2019-01-08 13:36:00
191!453607!2015-01-16 12:10:00!4!Oxford!2015-01-16 12:10:00
192!841275!2018-07-30 10:57:00!3!Oxford!2018-07-30 10:57:00
193!61326!2015-07-23 13:41:00!3!London!2015-07-23 13:41:00
194!963849!2015-08-10 12:00:00!3!Durham!2015-08-10 12:00:00
195!1163145!2017-06-01 14:43:00!4!Durham!2017-06-01 14:43:00
196!1267141!2018-05-14 14:52:00!4!Durham!2018-05-14 14:52:00
197!1077303!2016-08-19 15:25:00!3!Durham!2016-08-19 15:25:00
198!174938!2016-08-04 12:43:00!4!London!2016-08-04 12:43:00
199!1150682!2017-04-21 10:29:00!3!Durham!2017-04-21 10:29:00
200!1546679!2016-10-27 14:46:00!1!Cambridge!2016-10-27 14:46:00
201!999945!2015-12-08 10:10:00!1!Durham!2015-12-08 10:10:00
202!1760144!2018-10-08 15:04:00!3!Cambridge!2018-10-08 15:04:00
203!626072!2016-08-12 09:45:00!3!Oxford!2016-08-12 09:45:00
204!817320!2018-05-10 11:39:00!3!Oxford!2018-05-10 11:39:00
205!755335!2017-10-17 10:01:00!3!Oxford!2017-10-17 10:01:00
206!1517359!2016-07-22 10:15:00!2!Cambridge!2016-07-22 10:15:00
207!1054267!2016-06-06 10:23:00!1!Durham!2016-06-06 10:23:00
208!1690538!2018-02-19 12:43:00!1!Cambridge!2018-02-19 12:43:00
209!1122061!2017-01-17 10:36:00!4!Durham!2017-01-17 10:36:00
210!1652898!2017-10-17 09:52:00!3!Cambridge!2017-10-17 09:52:00
211!414013!2018-10-09 11:50:00!3!London!2018-10-09 11:50:00
212!1381974!2015-04-29 13:12:00!4!Cambridge!2015-04-29 13:12:00
213!1031776!2016-03-22 14:26:00!3!Durham!2016-03-22 14:26:00
214!539506!2015-10-29 12:25:00!3!Oxford!2015-10-29 12:25:00
215!1288743!2018-07-25 10:02:00!3!Durham!2018-07-25 10:02:00
216!1688207!2018-02-09 15:58:00!2!Cambridge!2018-02-09 15:58:00
217!179207!2016-08-18 13:42:00!2!London!2016-08-18 13:42:00
218!1559039!2016-12-08 10:16:00!1!Cambridge!2016-12-08 10:16:00
219!1121934!2017-01-16 15:30:00!3!Durham!2017-01-16 15:30:00
220!1290935!2018-08-01 11:29:00!2!Durham!2018-08-01 11:29:00
221!1137802!2017-03-09 13:20:00!3!Durham!2017-03-09 13:20:00
222!1521933!2016-08-08 09:18:00!3!Cambridge!2016-08-08 09:18:00
223!709320!2017-05-16 14:56:00!4!Oxford!2017-05-16 14:56:00
224!1421239!2015-09-07 15:04:00!4!Cambridge!2015-09-07 15:04:00
225!177164!2016-08-11 14:44:00!4!London!2016-08-11 14:44:00
226!717504!2017-06-13 11:00:00!3!Oxford!2017-06-13 11:00:00
227!1781648!2018-12-18 15:37:00!2!Cambridge!2018-12-18 15:37:00
228!1442857!2015-11-18 10:30:00!3!Cambridge!2015-11-18 10:30:00
229!672509!2017-01-13 11:52:00!1!Oxford!2017-01-13 11:52:00
230!1554978!2016-11-24 12:45:00!2!Cambridge!2016-11-24 12:45:00
231!1045021!2016-05-05 10:39:00!3!Durham!2016-05-05 10:39:00
232!1080338!2016-08-31 09:52:00!1!Durham!2016-08-31 09:52:00
233!491410!2015-05-22 10:43:00!4!Oxford!2015-05-22 10:43:00
234!449473!2015-01-02 13:26:00!3!Oxford!2015-01-02 13:26:00
235!839116!2018-07-23 10:03:00!3!Oxford!2018-07-23 10:03:00
236!1348457!2015-01-07 15:55:00!2!Cambridge!2015-01-07 15:55:00
237!730995!2017-07-27 11:19:00!3!Oxford!2017-07-27 11:19:00
238!1205183!2017-10-19 13:41:00!4!Durham!2017-10-19 13:41:00
239!1689783!2018-02-15 14:10:00!1!Cambridge!2018-02-15 14:10:00
240!1269478!2018-05-22 11:43:00!3!Durham!2018-05-22 11:43:00
241!1193432!2017-09-11 14:18:00!3!Durham!2017-09-11 14:18:00
242!1349736!2015-01-13 09:10:00!3!Cambridge!2015-01-13 09:10:00
243!352837!2018-03-20 09:39:00!3!London!2018-03-20 09:39:00
244!1668145!2017-12-06 11:23:00!3!Cambridge!2017-12-06 11:23:00
245!1662320!2017-11-16 12:32:00!2!Cambridge!2017-11-16 12:32:00
246!562591!2016-01-14 11:15:00!3!Oxford!2016-01-14 11:15:00
247!1268702!2018-05-18 12:49:00!3!Durham!2018-05-18 12:49:00
248!710807!2017-05-22 11:39:00!3!Oxford!2017-05-22 11:39:00
249!1556202!2016-11-29 12:06:00!4!Cambridge!2016-11-29 12:06:00
250!1733945!2018-07-12 13:27:00!3!Cambridge!2018-07-12 13:27:00
251!1767321!2018-10-31 15:24:00!4!Cambridge!2018-10-31 15:24:00
252!1604354!2017-05-08 14:44:00!2!Cambridge!2017-05-08 14:44:00
253!218720!2016-12-28 12:41:00!2!London!2016-12-28 12:41:00
254!535077!2015-10-14 15:47:00!3!Oxford!2015-10-14 15:47:00
255!129668!2016-03-08 09:00:00!2!London!2016-03-08 09:00:00
256!336131!2018-01-23 11:53:00!1!London!2018-01-23 11:53:00
257!385575!2018-07-05 15:00:00!3!London!2018-07-05 15:00:00
258!1346866!2015-01-02 10:27:00!1!Cambridge!2015-01-02 10:27:00
259!528581!2015-09-23 12:46:00!1!Oxford!2015-09-23 12:46:00
260!733635!2017-08-04 13:13:00!3!Oxford!2017-08-04 13:13:00
261!1762424!2018-10-16 10:58:00!4!Cambridge!2018-10-16 10:58:00
262!766292!2017-11-22 10:12:00!2!Oxford!2017-11-22 10:12:00
263!1076174!2016-08-17 10:38:00!3!Durham!2016-08-17 10:38:00
264!1321405!2018-11-09 14:07:00!4!Durham!2018-11-09 14:07:00
265!376047!2018-06-05 10:34:00!3!London!2018-06-05 10:34:00
266!1012533!2016-01-19 09:28:00!1!Durham!2016-01-19 09:28:00
267!401157!2018-08-27 15:05:00!3!London!2018-08-27 15:05:00
268!695555!2017-03-31 10:03:00!2!Oxford!2017-03-31 10:03:00
269!1638267!2017-08-29 11:36:00!3!Cambridge!2017-08-29 11:36:00
270!946634!2015-06-12 12:46:00!4!Durham!2015-06-12 12:46:00
271!1105139!2016-11-22 09:14:00!2!Durham!2016-11-22 09:14:00
272!1476267!2016-03-08 13:01:00!3!Cambridge!2016-03-08 13:01:00
273!67877!2015-08-14 10:36:00!1!London!2015-08-14 10:36:00
274!1565684!2016-12-29 15:46:00!3!Cambridge!2016-12-29 15:46:00
275!1208799!2017-11-01 10:48:00!2!Durham!2017-11-01 10:48:00
276!680662!2017-02-09 14:26:00!4!Oxford!2017-02-09 14:26:00
277!1734447!2018-07-13 14:48:00!2!Cambridge!2018-07-13 14:48:00
278!132362!2016-03-16 11:48:00!4!London!2016-03-16 11:48:00
279!1785717!2019-01-01 13:16:00!3!Cambridge!2019-01-01 13:16:00
280!737233!2017-08-17 10:02:00!3!Oxford!2017-08-17 10:02:00
281!1769406!2018-11-07 15:04:00!3!Cambridge!2018-11-07 15:04:00
282!1768043!2018-11-02 13:24:00!2!Cambridge!2018-11-02 13:24:00
283!84485!2015-10-08 13:45:00!3!London!2015-10-08 13:45:00
284!529642!2015-09-28 09:24:00!3!Oxford!2015-09-28 09:24:00
285!621712!2016-07-28 14:16:00!3!Oxford!2016-07-28 14:16:00
286!730736!2017-07-26 14:01:00!4!Oxford!2017-07-26 14:01:00
287!663306!2016-12-14 12:51:00!3!Oxford!2016-12-14 12:51:00
288!30817!2015-04-14 10:24:00!4!London!2015-04-14 10:24:00
289!1166968!2017-06-14 15:17:00!3!Durham!2017-06-14 15:17:00
290!515598!2015-08-11 13:54:00!1!Oxford!2015-08-11 13:54:00
291!750993!2017-10-02 14:50:00!3!Oxford!2017-10-02 14:50:00
292!1550120!2016-11-08 15:59:00!3!Cambridge!2016-11-08 15:59:00
293!425934!2018-11-16 14:03:00!1!London!2018-11-16 14:03:00
294!1264810!2018-05-07 11:06:00!2!Durham!2018-05-07 11:06:00
295!1758425!2018-10-02 14:29:00!4!Cambridge!2018-10-02 14:29:00
296!1543802!2016-10-18 15:56:00!3!Cambridge!2016-10-18 15:56:00
297!1599152!2017-04-20 12:14:00!4!Cambridge!2017-04-20 12:14:00
298!1114445!2016-12-22 09:58:00!2!Durham!2016-12-22 09:58:00
299!380136!2018-06-18 15:34:00!2!London!2018-06-18 15:34:00
300!752615!2017-10-06 13:48:00!4!Oxford!2017-10-06 13:48:00
301!867414!2018-10-24 11:34:00!3!Oxford!2018-10-24 11:34:00
302!1151094!2017-04-24 10:20:00!2!Durham!2017-04-24 10:20:00
303!480383!2015-04-16 09:22:00!3!Oxford!2015-04-16 09:22:00
304!617651!2016-07-15 09:44:00!3!Oxford!2016-07-15 09:44:00
305!1318757!2018-11-01 12:05:00!2!Durham!2018-11-01 12:05:00
306!840954!2018-07-27 12:37:00!4!Oxford!2018-07-27 12:37:00
307!1451416!2015-12-16 12:49:00!3!Cambridge!2015-12-16 12:49:00
308!396033!2018-08-09 13:53:00!3!London!2018-08-09 13:53:00
309!689808!2017-03-13 12:30:00!1!Oxford!2017-03-13 12:30:00
310!1513832!2016-07-11 14:37:00!2!Cambridge!2016-07-11 14:37:00
311!721988!2017-06-27 15:34:00!1!Oxford!2017-06-27 15:34:00
312!245930!2017-03-29 10:06:00!1!London!2017-03-29 10:06:00
313!616323!2016-07-11 15:40:00!4!Oxford!2016-07-11 15:40:00
314!852645!2018-09-05 11:00:00!4!Oxford!2018-09-05 11:00:00
315!949108!2015-06-22 11:54:00!4!Durham!2015-06-22 11:54:00
316!33966!2015-04-23 13:46:00!4!London!2015-04-23 13:46:00
317!29722!2015-04-09 13:12:00!3!London!2015-04-09 13:12:00
318!1546040!2016-10-26 11:08:00!4!Cambridge!2016-10-26 11:08:00
319!818243!2018-05-14 13:00:00!1!Oxford!2018-05-14 13:00:00
320!1207906!2017-10-30 09:57:00!2!Durham!2017-10-30 09:57:00
321!611064!2016-06-23 12:13:00!4!Oxford!2016-06-23 12:13:00
322!1099991!2016-11-03 14:39:00!2!Durham!2016-11-03 14:39:00
323!549412!2015-12-02 09:07:00!1!Oxford!2015-12-02 09:07:00
324!845439!2018-08-13 10:11:00!2!Oxford!2018-08-13 10:11:00
325!631458!2016-08-30 15:19:00!3!Oxford!2016-08-30 15:19:00
326!508632!2015-07-20 10:04:00!3!Oxford!2015-07-20 10:04:00
327!1396589!2015-06-17 11:12:00!2!Cambridge!2015-06-17 11:12:00
328!185465!2016-09-08 12:45:00!3!London!2016-09-08 12:45:00
329!7276!2015-01-26 10:59:00!2!London!2015-01-26 10:59:00
330!61924!2015-07-27 09:37:00!2!London!2015-07-27 09:37:00
331!934942!2015-05-05 14:22:00!2!Durham!2015-05-05 14:22:00
332!867815!2018-10-25 11:14:00!2!Oxford!2018-10-25 11:14:00
333!241315!2017-03-14 10:22:00!4!London!2017-03-14 10:22:00
334!208490!2016-11-24 10:35:00!4!London!2016-11-24 10:35:00
335!722074!2017-06-28 09:59:00!4!Oxford!2017-06-28 09:59:00
336!889686!2019-01-07 10:53:00!3!Oxford!2019-01-07 10:53:00
337!1643250!2017-09-14 10:27:00!4!Cambridge!2017-09-14 10:27:00
338!111479!2016-01-06 14:35:00!3!London!2016-01-06 14:35:00
339!454085!2015-01-19 13:07:00!3!Oxford!2015-01-19 13:07:00
340!799512!2018-03-13 09:33:00!3!Oxford!2018-03-13 09:33:00
341!742939!2017-09-05 13:55:00!2!Oxford!2017-09-05 13:55:00
342!818385!2018-05-14 15:22:00!3!Oxford!2018-05-14 15:22:00
343!1545383!2016-10-24 14:13:00!3!Cambridge!2016-10-24 14:13:00
344!62760!2015-07-29 09:31:00!4!London!2015-07-29 09:31:00
345!1195394!2017-09-18 11:55:00!3!Durham!2017-09-18 11:55:00
346!1530745!2016-09-05 15:50:00!1!Cambridge!2016-09-05 15:50:00
347!975195!2015-09-16 11:39:00!3!Durham!2015-09-16 11:39:00
348!772789!2017-12-13 13:14:00!3!Oxford!2017-12-13 13:14:00
349!1492371!2016-04-29 14:47:00!1!Cambridge!2016-04-29 14:47:00
350!874215!2018-11-15 12:39:00!3!Oxford!2018-11-15 12:39:00
351!622593!2016-08-01 14:55:00!3!Oxford!2016-08-01 14:55:00
352!1197364!2017-09-25 09:40:00!3!Durham!2017-09-25 09:40:00
353!865010!2018-10-16 13:36:00!3!Oxford!2018-10-16 13:36:00
354!934446!2015-05-04 13:07:00!1!Durham!2015-05-04 13:07:00
355!1729048!2018-06-27 09:01:00!3!Cambridge!2018-06-27 09:01:00
356!669097!2017-01-03 11:08:00!3!Oxford!2017-01-03 11:08:00
357!1164189!2017-06-06 11:04:00!3!Durham!2017-06-06 11:04:00
358!430500!2018-12-03 12:58:00!2!London!2018-12-03 12:58:00
359!1392193!2015-06-02 15:07:00!4!Cambridge!2015-06-02 15:07:00
360!79071!2015-09-21 14:44:00!4!London!2015-09-21 14:44:00
361!986519!2015-10-23 10:56:00!1!Durham!2015-10-23 10:56:00
362!1254063!2018-03-30 14:25:00!3!Durham!2018-03-30 14:25:00
363!1674810!2017-12-28 10:12:00!3!Cambridge!2017-12-28 10:12:00
364!140273!2016-04-12 10:20:00!4!London!2016-04-12 10:20:00
365!1672644!2017-12-21 09:11:00!3!Cambridge!2017-12-21 09:11:00
366!1727655!2018-06-21 13:52:00!3!Cambridge!2018-06-21 13:52:00
367!260663!2017-05-17 10:04:00!4!London!2017-05-17 10:04:00
